:START_ID,:END_ID,:TYPE,relation,confidence,segment_id,doc_id
doctor,[Event: liver biopsy],ORDER,order,1,118,
doctor,[Event: electroencephalogram],ORDER,order,1,118,
doctor,[Event: X-ray of the urinary tract],ORDER,order,1,125,
doctor,[Event: ultrasound of the kidneys],RECOMMEND,recommend,1,125,
doctor,physical examination,PERFORM,perform,1,128,
doctor,laboratory analysis of the fluid inside the joints,RECOMMEND,recommend,1,128,
doctor,[Event: laboratory analysis of the fluid inside the joints],RECOMMEND,recommend,1,128,
doctor,[Event: anesthetic cream],RECOMMENDS,recommends,1,130,
doctor,[Event: topical antibiotic ointment or oral antibiotic],PRESCRIBES,prescribes,1,130,
doctor,[Event: antihistamine],PRESCRIBES,prescribes,1,130,
doctor,[Event: laboratory tests],ORDERS,orders,1,148,
doctor,[Event: treatment with antiviral drug],PRESCRIBES,prescribes,1,148,
doctor,[Event: sexual problems],DIAGNOSE_AND_TREAT,diagnose and treat,1,149,
doctor,tests,ORDER,order,1,151,
doctor,[Event: physical examination],PERFORM,perform,1,154,
doctor,[Event: physical examination],PERFORM,perform,1,185,
doctor,[Event: physical examination],PERFORM,perform,1,208,
doctor,[Event: physical examination],PERFORM,perform,1,237,
doctor,[Event: physical examination],PERFORM,perform,1,243,
doctor,[Event: physical examination],WILL_PERFORM,will perform,1,265,
doctor,[Event: physical examination],PRESS,press,1,275,
doctor,[Event: physical examination],WILL_PERFORM,will perform,1,279,
doctor,[Event: physical examination],PERFORMS,performs,1,290,
doctor,[Event: evaluate benefits and risks],HELP,help,1,159,
doctor,[Event: rule out underlying condition],EXAMINES,examines,1,162,
doctor,[Event: take antinausea medication],PRESCRIBES_MEDICATION,prescribes medication,1,162,
doctor,[Event: any heart conditions before you get pregnant],SHOULD_KNOW_ABOUT,should know about,1,164,
doctor,[Event: examination],EXAMINES,examines,1,165,
doctor,[Event: waiting until you have had one or two periods],RECOMMEND,recommend,1,166,
doctor,[Event: ultrasound scans],ORDERS,orders,1,167,
doctor,[Event: medication],PRESCRIBES,prescribes,1,167,
doctor,[Event: medication],PRESCRIBES,prescribes,1,238,
doctor,[Event: episiotomy],PERFORMS,performs,1,170,
doctor,[Event: episiotomy],PERFORMS,performs,1,270,
doctor,[Event: ultrasound],PERFORMS,performs,1,171,
doctor,[Event: cesarean delivery],RECOMMENDS,recommends,1,171,
doctor,[Event: a small amount of thallium into your bloodstream],INJECTS,injects,1,179,
doctor,[Event: cholesterol-lowering medication],PRESCRIBE,prescribe,1,180,
doctor,take,WILL,will,1,185,
doctor,[Event: health history],TAKE,take,1,185,
doctor,[Event: heart murmur],HEAR,hear,1,193,
doctor,[Event: diagnostic tests],ORDER,order,1,195,
doctor,[Event: cardiac catheterization],RECOMMEND,recommend,1,195,
doctor,[Event: CT scan or MRI],ORDER,order,1,195,
doctor,[Event: patient with poor circulation],SEES,sees,1,197,
doctor,[Event: solution into vein],INJECTS,injects,1,198,
doctor,[Event: walking],RECOMMENDS,recommends,1,198,
doctor,[Event: patient],EXAMINES,examines,1,205,
doctor,[Event: blood tests and bone marrow biopsy],RECOMMENDS,recommends,1,205,
doctor,[Event: wheezing through stethoscope],HEAR,hear,1,212,
doctor,[Event: chest X-ray],ORDERS,orders,1,215,
doctor,[Event: CT scan],RECOMMENDS,recommends,1,215,
doctor,[Event: CT scan],RECOMMEND,recommend,1,235,
doctor,[Event: biopsy samples],EXAMINES,examines,1,215,
doctor,[Event: X-rays or CT scan],MAY_ORDER,may order,1,217,
doctor,[Event: lungs with a stethoscope],WILL_LISTEN_TO,will listen to,1,221,
doctor,[Event: couple of prescriptions],PRESCRIBED,prescribed,1,225,
doctor,[Event: taking aspirin once a day],MAY_RECOMMEND,may recommend,1,227,
doctor,[Event: other anticoagulant drugs],MAY_PRESCRIBE,may prescribe,1,227,
doctor,[Event: carotid endarterectomy],MAY_RECOMMEND,may recommend,1,227,
doctor,[Event: different parts of the body],WILL_TEST,will test,1,229,
doctor,[Event: corticosteroid medication],PRESCRIBES,prescribes,1,236,
doctor,[Event: antiviral medication],PRESCRIBES,prescribes,1,236,
doctor,[Event: questions about activities],WILL_ASK,will ask,1,237,
doctor,[Event: corticosteroids],PRESCRIBES,prescribes,1,238,
doctor,[Event: immune-suppressing drugs],PRESCRIBES,prescribes,1,238,
doctor,[Event: human immune globulin],INFUSES,infuses,1,238,
doctor,[Event: plasmapheresis],PERFORMS,performs,1,238,
doctor,[Event: symptoms and information given by the person],MAKE_A_DIAGNOSIS_FROM,make a diagnosis from,1,240,
doctor,psychiatrist,WILL_REFER_TO,will refer to,1,243,
doctor,[Event: referral to psychiatrist],WILL_REFER_TO,will refer to,1,243,
doctor,[Event: phototherapy],MONITORS,monitors,1,244,
doctor,[Event: oral lichen planus],DIAGNOSE,diagnose,1,256,
doctor,[Event: endoscopy],PERFORM,perform,1,258,
doctor,[Event: manometry],RECOMMEND,recommend,1,258,
doctor,[Event: cancer or viral or bacterial infection],WILL_TRY_TO_RULE_OUT,will try to rule out,1,265,
doctor,[Event: eliminate gluten-containing foods from diet],WILL_ADVISE,will advise,1,265,
doctor,[Event: appendicitis],DIAGNOSES,diagnoses,1,266,
doctor,[Event: rectal suppositories or ointments],PRESCRIBES,prescribes,1,269,
doctor,[Event: blood clot removal],REMOVES,removes,1,269,
doctor,[Event: hemorrhoid treatment],WRAPS_A_RUBBER_BAND_AROUND,wraps a rubber band around,1,269,
doctor,[Event: tissue destruction by freezing],PERFORMS_CRYOSURGERY,performs cryosurgery,1,269,
doctor,[Event: hemorrhoid shrinking],INJECTS_A_CHEMICAL_TO_SHRINK,injects a chemical to shrink,1,269,
doctor,[Event: hemorrhoid sealing],USES_HEAT_TO_SEAL,uses heat to seal,1,269,
doctor,[Event: forceps],USES,uses,1,270,
doctor,[Event: avoiding alcohol altogether],WILL_RECOMMEND,will recommend,1,273,
doctor,[Event: chronic hepatitis C],DIAGNOSE,diagnose,1,274,
doctor,[Event: liver enzyme levels],TEST,test,1,274,
doctor,liver on an image,EXAMINE,examine,1,275,
doctor,[Event: laparoscopy],INSERT,insert,1,275,
doctor,[Event: direct liver examination],LOOK,look,1,275,
doctor,[Event: abdomen examination],WILL_FEEL,will feel,1,276,
doctor,"[Event: blood test, urine test, liver test]",WILL_ORDER_TESTS,will order tests,1,276,
doctor,[Event: eye examination],MAY_DO,may do,1,276,
doctor,[Event: liver transplant],MAY_RECOMMEND,may recommend,1,277,
doctor,[Event: other possible causes],WILL_WANT_TO_RULE_OUT,will want to rule out,1,279,
doctor,[Event: drink plenty of fluids],RECOMMEND,recommend,1,281,
doctor,[Event: limit protein and sodium intake],RECOMMEND,recommend,1,281,
doctor,[Event: have blood tests every 6 to 12 months],RECOMMEND,recommend,1,281,
doctor,[Event: monitoring],"WILL_PROBABLY_RECOMMEND_THAT_YOU_STAY_IN_THE_HOSPITAL_FOR_SEVERAL_DAYS_TO_ALLOW_HIM_OR_HER_TO_MONITOR_YOUR_PULSE,_BLOOD_PRESSURE,_AND_BLOOD_COUNT,_AND_TO_CHECK_YOUR_URINE_FREQUENTLY_FOR_SIGNS_OF_SEVERE_INTERNAL_BLEEDING.","will probably recommend that you stay in the hospital for several days to allow him or her to monitor your pulse, blood pressure, and blood count, and to check your urine frequently for signs of severe internal bleeding.",1,282,
doctor,[Event: catheter through the urethra into the bladder],INSERT,insert,1,284,
doctor,[Event: antibiotics],PRESCRIBES,prescribes,1,289,
doctor,[Event: bed rest],RECOMMENDS,recommends,1,289,
doctor,[Event: ice packs],RECOMMENDS,recommends,1,289,
doctor,[Event: elevation and support of the scrotum],RECOMMENDS,recommends,1,289,
doctor,[Event: nonsteroidal anti-inflammatory drugs],RECOMMENDS,recommends,1,289,
doctor,[Event: biopsy],ORDERS,orders,1,290,
doctor,[Event: biopsy],TAKE_A_SAMPLE_OF_TISSUE_FOR_ANALYSIS,take a sample of tissue for analysis,1,307,
doctor,[Event: biopsy],RECOMMENDS,recommends,1,348,
doctor,[Event: biopsy],PERFORMS,performs,1,388,
doctor,[Event: phimosis may be a factor in cancer of the penis],THINK,think,1,294,
doctor,[Event: circumcision],WILL_PROBABLY_RECOMMEND,will probably recommend,1,294,
doctor,extent of bleeding,WILL_ASK_QUESTIONS,will ask questions,1,297,
doctor,abnormality in your uterus,EXAMINE,examine,1,297,
doctor,[Event: find out the extent of bleeding],WILL_ASK_QUESTIONS,will ask questions,1,297,
doctor,[Event: see whether there could be an abnormality in your uterus],EXAMINE,examine,1,297,
doctor,[Event: pain-relief medication],PRESCRIBES,prescribes,1,302,
doctor,[Event: clinical trial],ASK_ABOUT_PARTICIPATING_IN_A_CLINICAL_TRIAL,ask about participating in a clinical trial,1,303,
doctor,[Event: clinical trial],PRESCRIBES,prescribes,1,314,
doctor,[Event: endometrial biopsy],WILL_PERFORM,will perform,1,305,
doctor,[Event: endometrial biopsy],TAKE_A_SAMPLE_OF_ENDOMETRIAL_TISSUE_FROM_THE_UTERUS_FOR_EXAMINATION,take a sample of endometrial tissue from the uterus for examination,1,305,
doctor,[Event: colposcopy],PERFORM,perform,1,307,
doctor,[Event: determine if HPV is present],TAKE_A_SWAB_OF_CELLS_FROM_THE_CERVIX,take a swab of cells from the cervix,1,307,
doctor,[Event: blood and urine tests],PERFORM,perform,1,312,
doctor,[Event: functioning of the anterior lobe of the pituitary gland],EVALUATE,evaluate,1,312,
doctor,[Event: radionuclide scan],MAY_RECOMMEND,may recommend,1,320,
doctor,skin tests,USE,use,1,323,
doctor,blood test,PERFORM,perform,1,323,
doctor,nasal secretions sample,TAKE,take,1,323,
doctor,[Event: what allergens are causing symptoms],DETERMINE,determine,1,323,
doctor,[Event: nasal secretions under microscope],EXAMINE,examine,1,323,
doctor,[Event: nose for polyps],EXAMINE,examine,1,323,
doctor,tools,USE,use,1,325,
doctor,[Event: other joint problems],RULE_OUT,rule out,1,325,
doctor,[Event: full range of symptoms appear],WAIT_FOR,wait for,1,325,
doctor,evidence of abnormalities,MUST_SEE,must see,1,326,
doctor,[Event: thorough physical examination],OBTAINS,obtains,1,326,
doctor,[Event: relationship between results and symptoms],LOOKS_FOR,looks for,1,326,
doctor,[Event: medication to kill the parasite],PRESCRIBES,prescribes,1,333,
doctor,[Event: antibiotic prescription],PRESCRIBES,prescribes,1,337,
doctor,[Event: from symptoms and test results],DIAGNOSE,diagnose,1,342,
doctor,[Event: of the child's adrenal glands],DO_AN_ULTRASOUND_SCAN,do an ultrasound scan,1,342,
doctor,[Event: being tested for hemochromatosis],TESTS,tests,1,343,
doctor,[Event: measure levels of alpha1-antitrypsin],WILL,will,1,345,
doctor,activities,RECOMMEND,recommend,1,347,
doctor,[Event: physical or occupational therapist],REFER,refer,1,347,
doctor,[Event: electromyography],ORDERS,orders,1,348,
doctor,[Event: genetic testing],RECOMMENDS,recommends,1,348,
doctor,[Event: severity of injury],EVALUATES,evaluates,1,351,
doctor,[Event: rule out fracture],TAKES_X-RAYS_FOR,takes X-rays for,1,351,
doctor,[Event: changing work habits],RECOMMENDS,recommends,1,352,
doctor,[Event: taking a nonsteroidal anti-inflammatory drug],PRESCRIBES,prescribes,1,352,
doctor,broken pieces of bone,REALIGNS,realigns,1,353,
doctor,[Event: reduction],PERFORMS,performs,1,353,
doctor,[Event: reposition the bones correctly],CUTS_OPEN,cuts open,1,353,
doctor,[Event: a fractured finger or toe until it heals],STABILIZES,stabilizes,1,353,
doctor,[Event: right away],SHOULD_SEE,should see,1,354,
doctor,[Event: decr],MAY_ALSO_RECOMMEND,may also recommend,1,354,
doctor,[Event: excess fluid through a needle],REMOVE,remove,1,359,
doctor,otolaryngologist,REFER,refer,1,364,
doctor,otologist,REFER,refer,1,364,
doctor,audiologist,REFER,refer,1,364,
doctor,[Event: examination of ears],EXAMINE,examine,1,364,
doctor,[Event: to an otolaryngologist],REFER,refer,1,367,
doctor,[Event: chemotherapy],MAY_PRESCRIBE,may prescribe,1,379,
doctor,[Event: radiation therapy],MAY_PRESCRIBE,may prescribe,1,379,
doctor,[Event: to an allergist or a dermatologist],REFER,refer,1,383,
doctor,[Event: dermatologist],REFER,refer,1,387,
doctor,[Event: lichen planus by its appearance],DIAGNOSE,diagnose,1,387,
doctor,[Event: to rule out cancer or other disorders],TAKE_A_SAMPLE_OF_SKIN_CELLS_FOR_EXAMINATION_UNDER_A_MICROSCOPE_(BIOPSY),take a sample of skin cells for examination under a microscope (biopsy),1,387,
doctor,[Event: corticosteroid ointment],RECOMMEND,recommend,1,387,
doctor,biopsy,PERFORMS,performs,1,388,
doctors,[Event: conventional surgery],RECOMMEND,recommend,1,9,
doctors,[Event: exercise],PRESCRIBE,prescribe,1,20,
doctors,[Event: breastfeeding],RECOMMEND,recommend,1,172,
doctors,[Event: medical/educational autopsy],LEARN,learn,1,175,
doctors,[Event: nearly all cases of heart disease could be eliminated],BELIEVE,believe,1,178,
doctors,[Event: a heart transplant],RECOMMEND,recommend,1,184,
doctors,[Event: diagnosis and treatment],CAN_DIAGNOSE_AND_TREAT,can diagnose and treat,1,211,
doctors,[Event: desensitization],PRESCRIBE,prescribe,1,245,
doctors,[Event: inflammation may be an immune system response to a viral or bacterial infection],THINK,think,1,263,
doctors,endoscopes,USE,use,1,264,
doctors,[Event: a body cavity],EXAMINE,examine,1,264,
doctors,[Event: medical procedures],PERFORM,perform,1,264,
doctors,[Event: testing in people who are at risk of having polyps],RECOMMEND,recommend,1,267,
doctors,[Event: autoimmune disorder],THINK,think,1,327,
doctors,"[Event: regular examinations, blood tests, and imaging procedures]",RECOMMEND,recommend,1,344,
doctors,[Event: synthetic protein intravenously],GIVE,give,1,344,
doctors,[Event: immune-suppressing drugs],PRESCRIBE,prescribe,1,373,
doctors,[Event: eye examination],EXAMINE,examine,1,373,
doctors,[Event: oral antibiotics],PRESCRIBE,prescribe,1,385,
endometrial biopsy,uterus,SCREEN_FOR_CANCER,screen for cancer,1,297,
enlargement of both adrenal glands,Aldosteronism,CAUSES,causes,1,318,
episiotomy,second stage of labor,MAY_BE_PERFORMED,may be performed,1,169,
episiotomy,irregular tearing of the vagina,USED_TO_AVOID,used to avoid,1,170,
episiotomy,damage to the muscles or nerves,CAUSES,causes,1,270,
"excess skin, fat, and muscle",the surgeon,IS_REMOVED_BY,is removed by,1,391,
excessive smoking,sperm,AFFECTING,affecting,1,154,
exercise,heart disease,PROTECTS_AGAINST,protects against,1,3,
exercise,heart disease,TREATS,treats,1,20,
exercise,stroke,PROTECTS_AGAINST,protects against,1,3,
exercise,high blood pressure,PROTECTS_AGAINST,protects against,1,3,
exercise,high blood pressure,REDUCES_RISK_OF,reduces risk of,1,20,
exercise,obesity,PROTECTS_AGAINST,protects against,1,3,
exercise,type 2 diabetes,PROTECTS_AGAINST,protects against,1,3,
exercise,osteoporosis,PROTECTS_AGAINST,protects against,1,3,
exercise,colon cancer,PROTECTS_AGAINST,protects against,1,3,
exercise,depression,PROTECTS_AGAINST,protects against,1,3,
exercise,osteoarthritis,TREATS,treats,1,7,
exercise,pain,LESSENS,lessens,1,7,
exercise,diabetes,PREVENTS,prevents,1,20,
exercise,some cancers,PREVENTS,prevents,1,20,
exercise,asthma,WORSENS,worsens,1,213,
exposure to spermicides,[Event: urethral inflammation],CAUSE,cause,1,309,
falls,collisions with objects or vehicles,CAN_BE_FATAL_DUE_TO,can be fatal due to,1,29,
fatigue,depression,IS_A_SYMPTOM_OF,is a symptom of,1,241,
fever,sleep,DISTURBING,disturbing,1,98,
fever,loss of appetite,CAUSES,causes,1,123,
fever,small red blisters,CAUSES,causes,1,131,
forceps,damage to the muscles or nerves,CAUSES,causes,1,270,
gingivitis,scaling,TREATS,treats,1,404,
hair loss,surgical hair replacement procedures,CAUSES,causes,1,397,
heart attack,survival,TREATS,treats,1,182,
heart failure,heart disorder,RISK_OF,risk of,1,164,
heart failure,lung congestion,USUALLY_DEVELOPS_FROM,usually develops from,1,183,
heart failure,chest X-ray,TREATS,treats,1,195,
heart failure,echocardiogram,TREATS,treats,1,195,
heart failure,ultrasound examination of the heart,TREATS,treats,1,195,
heart failure,electrocardiogram,TREATS,treats,1,195,
heart failure,cardiac catheterization,TREATS,treats,1,195,
heart failure,CT scan,TREATS,treats,1,195,
heart failure,MRI,TREATS,treats,1,195,
heart transplants,surgeons,PERFORM,perform,1,184,
heart,circulatory system,CONSISTS_OF,consists of,1,41,
heart,circulatory system,CONSISTS_OF,consists of,1,177,
heart,"[Event: aorta, a large blood vessel]",PUMPS_THROUGH,pumps through,1,41,
heart,[Event: continuously around the body],BEATS,beats,1,177,
heart,recipient,TRANSPLANTED,transplanted,1,220,
high blood pressure,stress,TRIGGERED_OR_WORSENED_BY,triggered or worsened by,1,5,
high blood pressure,obstruction of blood flow,RESULT_FROM,result from,1,168,
high blood pressure,stroke,CAUSES,causes,1,225,
high blood pressure,autosomal dominant polycystic kidney disease,COMMON_IN,common in,1,283,
high blood pressure,macular degeneration,RISK_FACTOR,risk factor,1,376,
human immune globulin,myasthenia gravis,INFUSES,infuses,1,238,
illness,sleep,MAY_BE_DISTURBING,may be disturbing,1,98,
immune system,[Event: prolonged stress],ADVERSELY_AFFECTED_BY,adversely affected by,1,5,
immune system,antibodies,PRODUCES,produces,1,322,
immune system,[Event: antibodies],PRODUCES,produces,1,327,
immune system,[Event: muscle tissues],ATTACKS,attacks,1,327,
immune-suppressing drugs,myasthenia gravis,PRESCRIBES,prescribes,1,238,
immune-suppressing drugs,severe cases of scleritis,PRESCRIBES_FOR,prescribes for,1,373,
infection,[Event: rheumatic fever],LEAD_TO,lead to,1,127,
infection,symptoms,PRODUCE,produce,1,149,
infection,[Event: coma and death],LEAD_TO,lead to,1,235,
infection,[Event: chronic urethritis],CAUSE,cause,1,309,
infection,[Event: cancer has not spread to the lymph nodes],LEADS_TO,leads to,1,310,
infection,hearing loss,CAUSE,cause,1,367,
infection,sexual contact,TRANSMITTED_THROUGH,transmitted through,1,382,
injuries,"muscle, bone, or joint problems",CAUSE,cause,1,127,
injury,pain,MAY_CAUSE,may cause,1,102,
injury,[Event: epidural hemorrhage],HAS_CAUSED,has caused,1,228,
injury,intestines and bladder,AFFECTS,affects,1,229,
injury,bones and nerves,AFFECTS,affects,1,229,
insomnia,drowsiness,CAUSES,causes,1,239,
insomnia,diminished energy,CAUSES,causes,1,239,
insomnia,poor concentration,CAUSES,causes,1,239,
insomnia,irritability,CAUSES,causes,1,239,
insomnia,greater risk of accidents,CAUSES,causes,1,239,
intense pain in back,legs,OFTEN_ALONG_WITH_BURNING_PAIN_DOWN_ONE_OR_BOTH_LEGS,often along with burning pain down one or both legs,1,361,
intercourse,[Event: urethral inflammation],CAUSE,cause,1,309,
intravenous antibiotics,treatment,REQUIRES,requires,1,385,
kidney stones,autosomal dominant polycystic kidney disease,COMMON_SYMPTOM_OF,common symptom of,1,283,
kidney stones,[Event: pain in the back and in the sides between the ribs and hips],CAUSE,cause,1,283,
kidney stones,Extracorporeal lithotripsy,TREATS,treats,1,285,
lung cancer,biopsy samples,TREATS,treats,1,215,
male breast reduction,[Event: outpatient procedure],DONE_AS,done as,1,395,
malignant melanoma,skin cancer,MAY_HAVE,may have,1,85,
malignant melanoma,no dark pigment,MAY_HAVE,may have,1,386,
mammogram,Having a mammogram,RECOMMENDED_SCREENING_TEST,Recommended Screening Test,1,54,
measles,croup,INCLUDES,includes,1,129,
measles,bronchiolitis,INCLUDES,includes,1,129,
measles,bronchitis,INCLUDES,includes,1,129,
measles,pneumonia,INCLUDES,includes,1,129,
measles,encephalitis,INCLUDES,includes,1,129,
medication,serious health risks,CAUSES,causes,1,51,
medication,smooth muscle,RELAXES,relaxes,1,150,
medication,blood pressure,PRESCRIBES,prescribes,1,167,
medication,high blood pressure,TREATS,treats,1,187,
medication,treatment,PRESCRIBES,prescribes,1,189,
medication,problems,TREATS,treats,1,190,
medication,psychotherapy,COMBINES_WITH,combines with,1,243,
medication,itching,TO_RELIEVE_ITCHING,to relieve itching,1,277,
memory loss,aging,IS_NOT_A_NORMAL_PART_OF,is not a normal part of,1,6,
miscarriage,threatened,IS,is,1,165,
multiple miscarriages,infertility,CAUSES,causes,1,157,
muscles,ligaments,INJURE,injure,1,349,
nonsteroidal anti-inflammatory drugs,inflammation,TREATS,treats,1,329,
numbness or tingling,loss of feeling or a prickly sensation,CAUSES,causes,1,81,
oral lichen planus,thickening,INCLUDE,include,1,256,
oral lichen planus,hardening,INCLUDE,include,1,256,
oral lichen planus,"small, pale pimples",INCLUDE,include,1,256,
oral lichen planus,"thin, white, lacy network",INCLUDE,include,1,256,
oral lichen planus,"shiny, red patches",INCLUDE,include,1,256,
oral lichen planus,sore mouth,CAUSE,cause,1,256,
oral lichen planus,"dry, metallic taste",CAUSE,cause,1,256,
painful or swollen testicles,tissue damage,MAY_BE_A_SIGN_OF,may be a sign of,1,95,
patient,[Event: exercise program],PARTICIPATES_IN,participates in,1,7,
patient,[Event: strength-conditioning exercises],PERFORMS,performs,1,7,
patient,[Event: try all methods to reduce stress],PARTICIPATES_IN,participates in,1,5,
patient,[Event: clinical trial],PARTICIPATE_IN,participate in,1,15,
patient,[Event: clinical trial],PARTICIPATED_IN,participated in,1,39,
patient,[Event: clinical trial],PARTICIPATES_IN,participates in,1,69,
patient,[Event: clinical trial],PARTICIPATED_IN,participated in,1,139,
patient,[Event: clinical trial],PARTICIPATE_IN,participate in,1,149,
patient,[Event: clinical trial],PARTICIPATE_IN,participate in,1,166,
patient,[Event: clinical trial],PARTICIPATE,participate,1,304,
patient,[Event: clinical trial],PARTICIPATES_IN,participates in,1,314,
patient,[Event: clinical trial],PARTICIPATE_IN,participate in,1,359,
patient,[Event: scan],TAKE,take,1,45,
patient,[Event: cholesterol test],UNDERGOES,undergoes,1,56,
patient,[Event: effectiveness of treatment],MONITORED_BY,monitored by,1,58,
patient,[Event: bleeding],EXPERIENCES,experiences,1,61,
patient,[Event: bleeding],EXPERIENCES,experiences,1,302,
patient,[Event: hospital emergency department],NEEDS,needs,1,68,
patient,[Event: hospital emergency department],REPORTS_TO,reports to,1,228,
patient,[Event: doctor],SEES,sees,1,78,
patient,[Event: depression],EXPERIENCED,experienced,1,83,
patient,[Event: infectious disease],RECOVERED_FROM,recovered from,1,83,
patient,[Event: having a baby],GAVE_BIRTH_TO,gave birth to,1,83,
patient,"[Event: chart FACIAL SKIN PROBLEMS, p. 250]",SEE,see,1,84,
patient,"[Event: chart RASH WITH FEVER, p. 254]",SEE,see,1,84,
patient,"[Event: chart FOOT PROBLEMS, p. 320]",SEE,see,1,84,
patient,"[Event: chart RAISED SPOTS AND LUMPS, p. 255]",SEE,see,1,84,
patient,[Event: laxatives regularly for a long time],USES,uses,1,91,
patient,[Event: painful swelling in one or both testicles],DEVELOPED,developed,1,95,
patient,[Event: within the past 48 hours],HAD_AN_INJURY_TO_THE_GENITAL_AREA,had an injury to the genital area,1,95,
patient,[Event: therapy sessions],PARTICIPATE_IN,participate in,1,151,
patient,[Event: thorough physical examination],PARTICIPATE_IN,participate in,1,154,
patient,[Event: cravings or lose their taste for particular foods],HAVE,have,1,161,
patient,[Event: receive fluids and minerals intravenously],IS_HOSPITALIZED,is hospitalized,1,162,
patient,[Event: examination],PASSES_SOLID_TISSUE,passes solid tissue,1,165,
patient,[Event: prenatal checkups],PARTICIPATES_IN,participates in,1,167,
patient,[Event: episiotomy],UNDERGOES,undergoes,1,170,
patient,[Event: a treadmill or ride a stationary bicycle],WALKS_OR_RUNS_ON,walks or runs on,1,179,
patient,[Event: cholesterol-lowering medication for life],TAKE,take,1,180,
patient,[Event: heart attack],EXPERIENCES,experiences,1,181,
patient,"[Event: irreversible, long-term heart failure]",HAS,has,1,184,
patient,[Event: routine checkup],VISIT,visit,1,185,
patient,[Event: coronary artery bypass surgery],UNDERGOES,undergoes,1,188,
patient,[Event: follow-up appointments],PARTICIPATES_IN,participates in,1,190,
patient,[Event: infective endocarditis],HAS,has,1,193,
patient,[Event: extreme pain while tissue is dying],EXPERIENCES,experiences,1,197,
patient,[Event: support stockings],WEARS,wears,1,198,
patient,[Event: blood tests and bone marrow biopsy],UNDERGOES,undergoes,1,205,
patient,[Event: clinical examination],PARTICIPATE_IN,participate in,1,208,
patient,[Event: symptoms occurred],WRITE_DOWN,write down,1,212,
patient,[Event: keeping head elevated],WILL_BE_MORE_COMFORTABLE_IF_KEEPING_HEAD_ELEVATED,will be more comfortable if keeping head elevated,1,217,
patient,[Event: complete physical],PARTICIPATED_IN,participated in,1,225,
patient,[Event: blood test],PARTICIPATED_IN,participated in,1,225,
patient,[Event: symptoms],HAS,has,1,229,
patient,[Event: protective eye patch],WEARS,wears,1,236,
patient,[Event: daylight exposure],EXPOSES,exposes,1,244,
patient,[Event: daily exercise],PARTICIPATES_IN,participates in,1,244,
patient,[Event: medication use],TAKING,taking,1,251,
patient,[Event: rehabilitation program],PARTICIPATES_IN,participates in,1,254,
patient,[Event: group therapy],PARTICIPATES_IN,participates in,1,254,
patient,[Event: projectile vomiting],EXPERIENCES,experiences,1,260,
patient,[Event: damage to the muscles or nerves],EXPERIENCES,experiences,1,270,
patient,[Event: surgery of the anus or rectum],UNDERGOES,undergoes,1,270,
patient,[Event: straining during a bowel movement],PARTICIPATES_IN,participates in,1,270,
patient,[Event: stroke],EXPERIENCES,experiences,1,270,
patient,[Event: regular testing],PARTICIPATE,participate,1,274,
patient,[Event: liver starts to fail],STARTS_TO_FAIL,starts to fail,1,277,
patient,[Event: solution in the bladder for 1 or 2 hours before urinating],HOLD,hold,1,284,
patient,[Event: phimosis],HAVE,have,1,294,
patient,[Event: infection],EXPERIENCES,experiences,1,302,
patient,[Event: slow wound healing],EXPERIENCES,experiences,1,302,
patient,[Event: increased thirst and frequent urination],EXPERIENCES,experiences,1,318,
patient,[Event: thorough health history],HELP,help,1,325,
patient,[Event: stool sample examination],HAS,has,1,333,
patient,[Event: treatment for several days],FOLLOWS,follows,1,333,
patient,[Event: bacterial infection],DEVELOPS,develops,1,337,
patient,[Event: doctor's visit],SEES,sees,1,351,
patient,[Event: resting the affected area],PARTICIPATES_IN,participates in,1,352,
patient,[Event: surgery],PARTICIPATES_IN,participates in,1,358,
patient,[Event: within a day or two after surgery],TRIES_TO_BEGIN_WALKING_WITH_SUPPORT,tries to begin walking with support,1,358,
patient,[Event: bandage tightly over the area],APPLY,apply,1,359,
patient,[Event: hearing tests],UNDERGO,undergo,1,364,
patient,[Event: referral to audiologist],REFER,refer,1,364,
patient,"[Event: series of rigid, gas-permeable contact lenses]",WEARS,wears,1,370,
patient,[Event: retainer contact lenses],WEARS,wears,1,370,
patient,[Event: contact ophthalmologist],CONTACT,contact,1,377,
patient,[Event: examination of the affected eye],IS_EXAMINED,is examined,1,378,
patient,[Event: fever and headache],DEVELOPS,develops,1,388,
patient,[Event: male breast reduction],UNDERGOES,undergoes,1,395,
patient,[Event: oral examinations],UNDERGO,undergo,1,399,
people who have the disorder,[Event: stress or eating specific foods],CAN_TRIGGER_SYMPTOMS_IN,can trigger symptoms in,1,263,
phimosis,persistent irritation and inflammation of the head of the penis,RESULT_FROM,result from,1,294,
phimosis,urination and sexual activity,INTERFERE_WITH,interfere with,1,294,
phimosis,cancer of the penis,MAY_BE_A_FACTOR_IN,may be a factor in,1,294,
phototherapy,effective therapy,PROVIDES,provides,1,244,
physical or occupational therapist,[Event: muscles],STRENGTHEN,strengthen,1,347,
physical or occupational therapist,[Event: use and p],TEACH,teach,1,347,
physical therapy,hip,HELPS_TO_STRENGTHEN,helps to strengthen,1,358,
placenta previa or placental abruption,obstruction of blood flow,RESULT_FROM,result from,1,168,
plaque rupture,[Event: blood clot formation],LEADS_TO,leads to,1,181,
plasmapheresis,myasthenia gravis,PERFORMS,performs,1,238,
